GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,2009,2009,,,FRA,France,,,,,,,,,,,,,,>95,95.00000,,,,,
SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,2008,2008,,,FRA,France,,,,,,,,,,,,,,>95,95.00000,,,,,
SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2007,2007,,EUR,Europe,,,2007,2007,,,FRA,France,,,,,,,,,,,,,,>95,95.00000,,,,,
SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2006,2006,,EUR,Europe,,,2006,2006,,,FRA,France,,,,,,,,,,,,,,>95,95.00000,,,,,
SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,2005,2005,,,FRA,France,,,,,,,,,,,,,,>95,95.00000,,,,,
SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,FRA,France,,,,,,,,,,,,,,>95,95.00000,,,,,
SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2003,2003,,EUR,Europe,,,2003,2003,,,FRA,France,,,,,,,,,,,,,,>95,95.00000,,,,,
SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2002,2002,,EUR,Europe,,,2002,2002,,,FRA,France,,,,,,,,,,,,,,>95,95.00000,,,,,
SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2001,2001,,EUR,Europe,,,2001,2001,,,FRA,France,,,,,,,,,,,,,,>95,95.00000,,,,,
SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2000,2000,,EUR,Europe,,,2000,2000,,,FRA,France,,,,,,,,,,,,,,>95,95.00000,,,,,
MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/25,PUBLISHED,Published,,2018,2018,,EUR,Europe,,,2018,2018,,,FRA,France,,,,,,,,,,,,,,98,98.10000,,,,,Institut National de la Statistique et des Études Économiques (INSEE) [France]; 2019.Includes institutional births that occurred at a health facility
MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/25,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,2017,2017,,,FRA,France,,,,,,,,,,,,,,98,98.00000,,,,,Institut National de la Statistique et des Études Économiques (INSEE) [France]; 2018.Includes institutional births that occurred at a health facility
MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/25,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,FRA,France,,,,,,,,,,,,,,97,97.40000,,,,,Institut National de la Statistique et des Études Économiques (INSEE) [France]; 2017.Includes institutional births that occurred at a health facility
MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/25,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,2015,2015,,,FRA,France,,,,,,,,,,,,,,98,97.70000,,,,,Institut National de la Statistique et des Études Économiques (INSEE) [France]; 2016.Includes institutional births that occurred at a health facility
MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/25,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,2014,2014,,,FRA,France,,,,,,,,,,,,,,98,98.30000,,,,,Institut National de la Statistique et des Études Économiques (INSEE) [France]; 2015.Includes institutional births that occurred at a health facility
MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/25,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,2013,2013,,,FRA,France,,,,,,,,,,,,,,98,98.30000,,,,,Institut National de la Statistique et des Études Économiques (INSEE) [France]; 2014.Includes institutional births that occurred at a health facility
MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/25,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,2012,2012,,,FRA,France,,,,,,,,,,,,,,97,97.10000,,,,,Institut National de la Statistique et des Études Économiques (INSEE) [France]; 2013.Includes institutional births that occurred at a health facility
MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/25,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,2011,2011,,,FRA,France,,,,,,,,,,,,,,96,96.20000,,,,,Institut National de la Statistique et des Études Économiques (INSEE) [France]; 2012.Includes institutional births that occurred at a health facility
MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/25,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,2010,2010,,,FRA,France,,,,,,,,,,,,,,98,97.50000,,,,,Institut National de la Statistique et des Études Économiques (INSEE) [France]; 2011.Includes institutional births that occurred at a health facility
MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/25,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,2009,2009,,,FRA,France,,,,,,,,,,,,,,98,97.90000,,,,,Institut National de la Statistique et des Études Économiques (INSEE) [France]; 2010.Includes institutional births that occurred at a health facility
MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/25,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,2008,2008,,,FRA,France,,,,,,,,,,,,,,98,98.00000,,,,,Institut National de la Statistique et des Études Économiques (INSEE) [France]; 2009.Includes institutional births that occurred at a health facility
MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/25,PUBLISHED,Published,,2007,2007,,EUR,Europe,,,2007,2007,,,FRA,France,,,,,,,,,,,,,,98,98.10000,,,,,Institut National de la Statistique et des Études Économiques (INSEE) [France]; 2008.Includes institutional births that occurred at a health facility
MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/25,PUBLISHED,Published,,2006,2006,,EUR,Europe,,,2006,2006,,,FRA,France,,,,,,,,,,,,,,98,98.30000,,,,,Institut National de la Statistique et des Études Économiques (INSEE) [France]; 2007.Includes institutional births that occurred at a health facility
MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/25,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,2005,2005,,,FRA,France,,,,,,,,,,,,,,98,97.90000,,,,,Institut National de la Statistique et des Études Économiques (INSEE) [France]; 2006.Includes institutional births that occurred at a health facility
MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/25,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,FRA,France,,,,,,,,,,,,,,98,98.00000,,,,,Institut National de la Statistique et des Études Économiques (INSEE) [France]; 2005.Includes institutional births that occurred at a health facility
MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/25,PUBLISHED,Published,,2001,2001,,EUR,Europe,,,2001,2001,,,FRA,France,,,,,,,,,,,,,,100,99.60000,,,,," INSEE Première, Institut National de la Statistique et des Études Économiques (INSEE) [France]; 2003.Includes institutional births that occurred at a health facility"
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5338,PUBLISHED,Published,,2019,2019,,EUR,Europe,,,2019,2019,,,FRA,France,,,,,,,,,,,,,,82,82.00000,,,,,
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2018,2018,,EUR,Europe,,,2018,2018,,,FRA,France,,,,,,,,,,,,,,86,86.00000,,,,,
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,2017,2017,,,FRA,France,,,,,,,,,,,,,,332,332.00000,,,,,
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,FRA,France,,,,,,,,,,,,,,346,346.00000,,,,,
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,2015,2015,,,FRA,France,,,,,,,,,,,,,,222,222.00000,,,,,
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,2014,2014,,,FRA,France,,,,,,,,,,,,,,259,259.00000,,,,,
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,2013,2013,,,FRA,France,,,,,,,,,,,,,,317,317.00000,,,,,
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,2012,2012,,,FRA,France,,,,,,,,,,,,,,174,174.00000,,,,,
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,2011,2011,,,FRA,France,,,,,,,,,,,,,,131,131.00000,,,,,
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,2010,2010,,,FRA,France,,,,,,,,,,,,,,640,640.00000,,,,,
MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2000,2000,,EUR,Europe,,,2000,2000,,,FRA,France,,,,,,,,,,,,,,8.2,8.20000,,,,,Registration National Statistics
MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2001,2001,,EUR,Europe,,,2001,2001,,,FRA,France,,,,,,,,,,,,,,8.4,8.40000,,,,,Registration National Statistics
MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2002,2002,,EUR,Europe,,,2002,2002,,,FRA,France,,,,,,,,,,,,,,8.0,8.00000,,,,,Registration National Statistics
MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2003,2003,,EUR,Europe,,,2003,2003,,,FRA,France,,,,,,,,,,,,,,7.7,7.70000,,,,,Registration National Statistics
MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,FRA,France,,,,,,,,,,,,,,7.8,7.80000,,,,,Registration National Statistics
MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,2005,2005,,,FRA,France,,,,,,,,,,,,,,7.6,7.60000,,,,,Registration National Statistics
MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2006,2006,,EUR,Europe,,,2006,2006,,,FRA,France,,,,,,,,,,,,,,7.5,7.50000,,,,,Registration National Statistics
MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2007,2007,,EUR,Europe,,,2007,2007,,,FRA,France,,,,,,,,,,,,,,7.4,7.40000,,,,,Registration National Statistics
MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,2008,2008,,,FRA,France,,,,,,,,,,,,,,7.5,7.50000,,,,,Registration National Statistics
MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,2009,2009,,,FRA,France,,,,,,,,,,,,,,7.3,7.30000,,,,,Registration National Statistics
MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,2010,2010,,,FRA,France,,,,,,,,,,,,,,7.2,7.20000,,,,,Registration National Statistics
MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,2011,2011,,,FRA,France,,,,,,,,,,,,,,7.0,7.00000,,,,,Registration National Statistics
MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,2012,2012,,,FRA,France,,,,,,,,,,,,,,7.0,7.00000,,,,,Registration National Statistics
MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,2013,2013,,,FRA,France,,,,,,,,,,,,,,6.6,6.60000,,,,,Registration National Statistics
MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,2014,2014,,,FRA,France,,,,,,,,,,,,,,6.2,6.20000,,,,,Registration National Statistics
MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,2015,2015,,,FRA,France,,,,,,,,,,,,,,5.6,5.60000,,,,,Registration National Statistics
MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,FRA,France,,,,,,,,,,,,,,5.0,5.00000,,,,,Registration National Statistics
MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,2017,2017,,,FRA,France,,,,,,,,,,,,,,8.0,8.00000,,,,,Estimate Eurostat
MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2018,2018,,EUR,Europe,,,2018,2018,,,FRA,France,,,,,,,,,,,,,,8.6,8.60000,,,,,Registration UNSD & WPP2019
SDGFPALL,Women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4988,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,2005,2005,,,FRA,France,,,,,,,,,,,,,,95.5,95.53001,,,,,France 2005 Enquête du Baromètre Santé. The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1990,1990,,EUR,Europe,,,1990,1990,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,0.1 [0.08–0.12],0.10000,0.08000,0.12000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1991,1991,,EUR,Europe,,,1991,1991,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,0.1 [0.09–0.12],0.10000,0.09000,0.12000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1992,1992,,EUR,Europe,,,1992,1992,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,0.11 [0.09–0.13],0.11000,0.09000,0.13000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1993,1993,,EUR,Europe,,,1993,1993,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,0.11 [0.09–0.13],0.11000,0.09000,0.13000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1994,1994,,EUR,Europe,,,1994,1994,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,0.12 [0.1–0.14],0.12000,0.10000,0.14000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1995,1995,,EUR,Europe,,,1995,1995,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,0.12 [0.1–0.14],0.12000,0.10000,0.14000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1996,1996,,EUR,Europe,,,1996,1996,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,0.1 [0.09–0.12],0.10000,0.09000,0.12000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1997,1997,,EUR,Europe,,,1997,1997,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,0.11 [0.09–0.13],0.11000,0.09000,0.13000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1998,1998,,EUR,Europe,,,1998,1998,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,0.1 [0.08–0.11],0.10000,0.08000,0.11000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1999,1999,,EUR,Europe,,,1999,1999,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,0.1 [0.09–0.12],0.10000,0.09000,0.12000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2000,2000,,EUR,Europe,,,2000,2000,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,0.11 [0.09–0.12],0.11000,0.09000,0.12000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2001,2001,,EUR,Europe,,,2001,2001,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,0.11 [0.09–0.13],0.11000,0.09000,0.13000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2002,2002,,EUR,Europe,,,2002,2002,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,0.11 [0.1–0.13],0.11000,0.10000,0.13000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2003,2003,,EUR,Europe,,,2003,2003,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,0.13 [0.11–0.15],0.13000,0.11000,0.15000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,0.12 [0.1–0.14],0.12000,0.10000,0.14000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,2005,2005,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,0.12 [0.1–0.14],0.12000,0.10000,0.14000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2006,2006,,EUR,Europe,,,2006,2006,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,0.1 [0.08–0.12],0.10000,0.08000,0.12000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2007,2007,,EUR,Europe,,,2007,2007,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,0.1 [0.08–0.12],0.10000,0.08000,0.12000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,2008,2008,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,0.1 [0.08–0.12],0.10000,0.08000,0.12000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,2009,2009,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,0.09 [0.07–0.11],0.09000,0.07000,0.11000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,2010,2010,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,0.08 [0.07–0.1],0.08000,0.07000,0.10000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,2011,2011,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,0.09 [0.07–0.11],0.09000,0.07000,0.11000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,2012,2012,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,0.09 [0.07–0.11],0.09000,0.07000,0.11000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,2013,2013,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,0.09 [0.07–0.11],0.09000,0.07000,0.11000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,2014,2014,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,0.1 [0.08–0.12],0.10000,0.08000,0.12000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,2015,2015,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,0.1 [0.08–0.12],0.10000,0.08000,0.12000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,0.1 [0.08–0.12],0.10000,0.08000,0.12000,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,2017,2017,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2018,2018,,EUR,Europe,,,2018,2018,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2019,2019,,EUR,Europe,,,2019,2019,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1990,1990,,EUR,Europe,,,1990,1990,,,FRA,France,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1991,1991,,EUR,Europe,,,1991,1991,,,FRA,France,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1992,1992,,EUR,Europe,,,1992,1992,,,FRA,France,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1993,1993,,EUR,Europe,,,1993,1993,,,FRA,France,,,,,MLE,Male,,,,,,,,No data,,,,,,
