GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1984,1984,,EUR,Europe,,FRA,1984,1984,France,,YEARS05-19,5-19  years,,MLE,Male,,,,,3.6 [0.9-8.5],3.60000,0.90000,8.50000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1986,1986,,EUR,Europe,,FRA,1986,1986,France,,YEARS05-19,5-19  years,,MLE,Male,,,,,3.9 [1.1-8.6],3.90000,1.10000,8.60000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1993,1993,,EUR,Europe,,FRA,1993,1993,France,,YEARS05-19,5-19  years,,MLE,Male,,,,,5.1 [1.8-10.0],5.10000,1.80000,10.00000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1995,1995,,EUR,Europe,,FRA,1995,1995,France,,YEARS05-19,5-19  years,,MLE,Male,,,,,5.5 [2.1-10.4],5.50000,2.10000,10.40000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2000,2000,,EUR,Europe,,FRA,2000,2000,France,,YEARS05-19,5-19  years,,MLE,Male,,,,,6.2 [2.7-11.0],6.20000,2.70000,11.00000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2002,2002,,EUR,Europe,,FRA,2002,2002,France,,YEARS05-19,5-19  years,,MLE,Male,,,,,6.5 [3.0-11.3],6.50000,3.00000,11.30000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2009,2009,,EUR,Europe,,FRA,2009,2009,France,,YEARS05-19,5-19  years,,MLE,Male,,,,,7.7 [3.7-13.0],7.70000,3.70000,13.00000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2011,2011,,EUR,Europe,,FRA,2011,2011,France,,YEARS05-19,5-19  years,,MLE,Male,,,,,8.0 [3.6-13.8],8.00000,3.60000,13.80000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1975,1975,,EUR,Europe,,FRA,1975,1975,France,,YEARS05-09,5-9 years,,MLE,Male,,,,,3.8 [0.4-12.3],3.80000,0.40000,12.30000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1977,1977,,EUR,Europe,,FRA,1977,1977,France,,YEARS05-09,5-9 years,,MLE,Male,,,,,4.1 [0.6-12.0],4.10000,0.60000,12.00000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1984,1984,,EUR,Europe,,FRA,1984,1984,France,,YEARS05-09,5-9 years,,MLE,Male,,,,,5.2 [1.3-12.2],5.20000,1.30000,12.20000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1986,1986,,EUR,Europe,,FRA,1986,1986,France,,YEARS05-09,5-9 years,,MLE,Male,,,,,5.5 [1.5-12.5],5.50000,1.50000,12.50000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1993,1993,,EUR,Europe,,FRA,1993,1993,France,,YEARS05-09,5-9 years,,MLE,Male,,,,,7.0 [2.4-14.0],7.00000,2.40000,14.00000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1995,1995,,EUR,Europe,,FRA,1995,1995,France,,YEARS05-09,5-9 years,,MLE,Male,,,,,7.5 [2.7-14.5],7.50000,2.70000,14.50000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2000,2000,,EUR,Europe,,FRA,2000,2000,France,,YEARS05-09,5-9 years,,MLE,Male,,,,,8.5 [3.5-15.5],8.50000,3.50000,15.50000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2002,2002,,EUR,Europe,,FRA,2002,2002,France,,YEARS05-09,5-9 years,,MLE,Male,,,,,8.9 [3.8-15.9],8.90000,3.80000,15.90000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2009,2009,,EUR,Europe,,FRA,2009,2009,France,,YEARS05-09,5-9 years,,MLE,Male,,,,,10.3 [4.7-17.8],10.30000,4.70000,17.80000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2011,2011,,EUR,Europe,,FRA,2011,2011,France,,YEARS05-09,5-9 years,,MLE,Male,,,,,10.7 [4.7-19.1],10.70000,4.70000,19.10000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1975,1975,,EUR,Europe,,FRA,1975,1975,France,,YEARS10-19,10-19 years,,MLE,Male,,,,,2.2 [0.2-7.7],2.20000,0.20000,7.70000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1977,1977,,EUR,Europe,,FRA,1977,1977,France,,YEARS10-19,10-19 years,,MLE,Male,,,,,2.3 [0.3-7.4],2.30000,0.30000,7.40000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1984,1984,,EUR,Europe,,FRA,1984,1984,France,,YEARS10-19,10-19 years,,MLE,Male,,,,,3.0 [0.7-7.4],3.00000,0.70000,7.40000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1986,1986,,EUR,Europe,,FRA,1986,1986,France,,YEARS10-19,10-19 years,,MLE,Male,,,,,3.2 [0.8-7.5],3.20000,0.80000,7.50000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1993,1993,,EUR,Europe,,FRA,1993,1993,France,,YEARS10-19,10-19 years,,MLE,Male,,,,,4.2 [1.4-8.6],4.20000,1.40000,8.60000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1995,1995,,EUR,Europe,,FRA,1995,1995,France,,YEARS10-19,10-19 years,,MLE,Male,,,,,4.5 [1.6-9.0],4.50000,1.60000,9.00000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2000,2000,,EUR,Europe,,FRA,2000,2000,France,,YEARS10-19,10-19 years,,MLE,Male,,,,,5.2 [2.0-9.6],5.20000,2.00000,9.60000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2002,2002,,EUR,Europe,,FRA,2002,2002,France,,YEARS10-19,10-19 years,,MLE,Male,,,,,5.4 [2.2-9.8],5.40000,2.20000,9.80000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2009,2009,,EUR,Europe,,FRA,2009,2009,France,,YEARS10-19,10-19 years,,MLE,Male,,,,,6.4 [2.8-11.5],6.40000,2.80000,11.50000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2011,2011,,EUR,Europe,,FRA,2011,2011,France,,YEARS10-19,10-19 years,,MLE,Male,,,,,6.7 [2.8-12.4],6.70000,2.80000,12.40000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1977,1977,,EUR,Europe,,FRA,1977,1977,France,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,0.9 [0.2-2.3],0.90000,0.20000,2.30000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1979,1979,,EUR,Europe,,FRA,1979,1979,France,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,0.8 [0.2-2.0],0.80000,0.20000,2.00000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1984,1984,,EUR,Europe,,FRA,1984,1984,France,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,0.8 [0.3-1.7],0.80000,0.30000,1.70000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1986,1986,,EUR,Europe,,FRA,1986,1986,France,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,0.8 [0.3-1.7],0.80000,0.30000,1.70000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1993,1993,,EUR,Europe,,FRA,1993,1993,France,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,0.7 [0.3-1.5],0.70000,0.30000,1.50000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1995,1995,,EUR,Europe,,FRA,1995,1995,France,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,0.7 [0.3-1.5],0.70000,0.30000,1.50000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,2002,2002,,EUR,Europe,,FRA,2002,2002,France,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,0.7 [0.3-1.2],0.70000,0.30000,1.20000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,2004,2004,,EUR,Europe,,FRA,2004,2004,France,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,0.6 [0.3-1.2],0.60000,0.30000,1.20000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,2009,2009,,EUR,Europe,,FRA,2009,2009,France,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,0.6 [0.3-1.2],0.60000,0.30000,1.20000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,2011,2011,,EUR,Europe,,FRA,2011,2011,France,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,0.6 [0.2-1.2],0.60000,0.20000,1.20000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1977,1977,,EUR,Europe,,FRA,1977,1977,France,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,0.9 [0.2-2.3],0.90000,0.20000,2.30000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1979,1979,,EUR,Europe,,FRA,1979,1979,France,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,0.8 [0.2-2.1],0.80000,0.20000,2.10000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1984,1984,,EUR,Europe,,FRA,1984,1984,France,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,0.8 [0.2-1.8],0.80000,0.20000,1.80000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1986,1986,,EUR,Europe,,FRA,1986,1986,France,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,0.7 [0.2-1.7],0.70000,0.20000,1.70000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1993,1993,,EUR,Europe,,FRA,1993,1993,France,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,0.7 [0.3-1.5],0.70000,0.30000,1.50000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1995,1995,,EUR,Europe,,FRA,1995,1995,France,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,0.7 [0.3-1.5],0.70000,0.30000,1.50000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,2002,2002,,EUR,Europe,,FRA,2002,2002,France,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,0.6 [0.3-1.3],0.60000,0.30000,1.30000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,2004,2004,,EUR,Europe,,FRA,2004,2004,France,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,0.6 [0.3-1.2],0.60000,0.30000,1.20000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,2009,2009,,EUR,Europe,,FRA,2009,2009,France,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,0.6 [0.2-1.2],0.60000,0.20000,1.20000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,2011,2011,,EUR,Europe,,FRA,2011,2011,France,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,0.6 [0.2-1.2],0.60000,0.20000,1.20000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1977,1977,,EUR,Europe,,FRA,1977,1977,France,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,0.9 [0.2-2.2],0.90000,0.20000,2.20000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1979,1979,,EUR,Europe,,FRA,1979,1979,France,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,0.8 [0.2-2.0],0.80000,0.20000,2.00000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1984,1984,,EUR,Europe,,FRA,1984,1984,France,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,0.8 [0.3-1.7],0.80000,0.30000,1.70000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1986,1986,,EUR,Europe,,FRA,1986,1986,France,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,0.8 [0.3-1.7],0.80000,0.30000,1.70000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1993,1993,,EUR,Europe,,FRA,1993,1993,France,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,0.7 [0.3-1.5],0.70000,0.30000,1.50000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1995,1995,,EUR,Europe,,FRA,1995,1995,France,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,0.7 [0.3-1.5],0.70000,0.30000,1.50000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,2002,2002,,EUR,Europe,,FRA,2002,2002,France,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,0.7 [0.3-1.3],0.70000,0.30000,1.30000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,2004,2004,,EUR,Europe,,FRA,2004,2004,France,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,0.6 [0.3-1.2],0.60000,0.30000,1.20000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,2009,2009,,EUR,Europe,,FRA,2009,2009,France,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,0.6 [0.3-1.2],0.60000,0.30000,1.20000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,2011,2011,,EUR,Europe,,FRA,2011,2011,France,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,0.6 [0.2-1.3],0.60000,0.20000,1.30000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1977,1977,,EUR,Europe,,FRA,1977,1977,France,,YEARS05-19,5-19  years,,FMLE,Female,,,,,0.9 [0.1-3.1],0.90000,0.10000,3.10000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1979,1979,,EUR,Europe,,FRA,1979,1979,France,,YEARS05-19,5-19  years,,FMLE,Female,,,,,0.8 [0.1-2.7],0.80000,0.10000,2.70000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1984,1984,,EUR,Europe,,FRA,1984,1984,France,,YEARS05-19,5-19  years,,FMLE,Female,,,,,0.7 [0.1-2.2],0.70000,0.10000,2.20000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1986,1986,,EUR,Europe,,FRA,1986,1986,France,,YEARS05-19,5-19  years,,FMLE,Female,,,,,0.7 [0.1-2.1],0.70000,0.10000,2.10000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1993,1993,,EUR,Europe,,FRA,1993,1993,France,,YEARS05-19,5-19  years,,FMLE,Female,,,,,0.7 [0.2-1.8],0.70000,0.20000,1.80000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1995,1995,,EUR,Europe,,FRA,1995,1995,France,,YEARS05-19,5-19  years,,FMLE,Female,,,,,0.7 [0.2-1.7],0.70000,0.20000,1.70000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,2002,2002,,EUR,Europe,,FRA,2002,2002,France,,YEARS05-19,5-19  years,,FMLE,Female,,,,,0.6 [0.2-1.4],0.60000,0.20000,1.40000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,2004,2004,,EUR,Europe,,FRA,2004,2004,France,,YEARS05-19,5-19  years,,FMLE,Female,,,,,0.6 [0.2-1.3],0.60000,0.20000,1.30000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,2009,2009,,EUR,Europe,,FRA,2009,2009,France,,YEARS05-19,5-19  years,,FMLE,Female,,,,,0.5 [0.1-1.3],0.50000,0.10000,1.30000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,2011,2011,,EUR,Europe,,FRA,2011,2011,France,,YEARS05-19,5-19  years,,FMLE,Female,,,,,0.5 [0.1-1.3],0.50000,0.10000,1.30000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1977,1977,,EUR,Europe,,FRA,1977,1977,France,,YEARS05-09,5-9 years,,FMLE,Female,,,,,1.0 [0.1-3.6],1.00000,0.10000,3.60000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1979,1979,,EUR,Europe,,FRA,1979,1979,France,,YEARS05-09,5-9 years,,FMLE,Female,,,,,0.9 [0.1-3.2],0.90000,0.10000,3.20000,,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4805,PUBLISHED,Published,,1984,1984,,EUR,Europe,,FRA,1984,1984,France,,YEARS05-09,5-9 years,,FMLE,Female,,,,,0.9 [0.1-2.6],0.90000,0.10000,2.60000,,,
