GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2011,2011,,EUR,Europe,,FRA,2011,2011,France,,MLE,Male,,59.948,59.94800,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2006,2006,,EUR,Europe,,FRA,2006,2006,France,,MLE,Male,,57.607,57.60700,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2015,2015,,EUR,Europe,,FRA,2015,2015,France,,MLE,Male,,57.29,57.29000,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2014,2014,,EUR,Europe,,FRA,2014,2014,France,,MLE,Male,,55.2,55.20000,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2016,2016,,EUR,Europe,,FRA,2016,2016,France,,MLE,Male,,56.456,56.45600,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2013,2013,,EUR,Europe,,FRA,2013,2013,France,,MLE,Male,,59.028,59.02800,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2012,2012,,EUR,Europe,,FRA,2012,2012,France,,MLE,Male,,59.826,59.82600,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2010,2010,,EUR,Europe,,FRA,2010,2010,France,,MLE,Male,,59.182,59.18200,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2009,2009,,EUR,Europe,,FRA,2009,2009,France,,MLE,Male,,59.714,59.71400,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2008,2008,,EUR,Europe,,FRA,2008,2008,France,,MLE,Male,,60.265,60.26500,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2005,2005,,EUR,Europe,,FRA,2005,2005,France,,MLE,Male,,61.553,61.55300,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2004,2004,,EUR,Europe,,FRA,2004,2004,France,,MLE,Male,,61.924,61.92400,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2003,2003,,EUR,Europe,,FRA,2003,2003,France,,MLE,Male,,62.307,62.30700,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2002,2002,,EUR,Europe,,FRA,2002,2002,France,,MLE,Male,,62.794,62.79400,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2000,2000,,EUR,Europe,,FRA,2000,2000,France,,MLE,Male,,63.501,63.50100,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2007,2007,,EUR,Europe,,FRA,2007,2007,France,,MLE,Male,,60.733,60.73300,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,1999,1999,,EUR,Europe,,FRA,1999,1999,France,,MLE,Male,,64.021,64.02100,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,1997,1997,,EUR,Europe,,FRA,1997,1997,France,,MLE,Male,,64.315,64.31500,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,1998,1998,,EUR,Europe,,FRA,1998,1998,France,,MLE,Male,,64.118,64.11800,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,1990,1990,,EUR,Europe,,FRA,1990,1990,France,,MLE,Male,,69.674,69.67400,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2017,2017,,EUR,Europe,,FRA,2017,2017,France,,MLE,Male,,55.524,55.52400,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,1992,1992,,EUR,Europe,,FRA,1992,1992,France,,MLE,Male,,68.192,68.19200,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,1993,1993,,EUR,Europe,,FRA,1993,1993,France,,MLE,Male,,67.5,67.50000,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,1991,1991,,EUR,Europe,,FRA,1991,1991,France,,MLE,Male,,68.91,68.91000,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,1994,1994,,EUR,Europe,,FRA,1994,1994,France,,MLE,Male,,66.17,66.17000,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,1995,1995,,EUR,Europe,,FRA,1995,1995,France,,MLE,Male,,65.522,65.52200,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2018,2018,,EUR,Europe,,FRA,2018,2018,France,,MLE,Male,,54.678,54.67800,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2001,2001,,EUR,Europe,,FRA,2001,2001,France,,MLE,Male,,63.146,63.14600,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,1996,1996,,EUR,Europe,,FRA,1996,1996,France,,MLE,Male,,64.824,64.82400,,,,,
HWF_0014,Pharmacists  (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5327,PUBLISHED,Published,,2000,2000,,EUR,Europe,,FRA,2000,2000,France,,,,,10.389,10.38900,,,,,"Includes Professionally active pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019."
HWF_0014,Pharmacists  (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5327,PUBLISHED,Published,,2001,2001,,EUR,Europe,,FRA,2001,2001,France,,,,,10.621,10.62100,,,,,"Includes Professionally active pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019."
HWF_0014,Pharmacists  (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5327,PUBLISHED,Published,,2002,2002,,EUR,Europe,,FRA,2002,2002,France,,,,,10.865,10.86500,,,,,"Includes Professionally active pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019."
HWF_0014,Pharmacists  (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5327,PUBLISHED,Published,,2003,2003,,EUR,Europe,,FRA,2003,2003,France,,,,,10.998,10.99800,,,,,"Includes Professionally active pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019."
HWF_0014,Pharmacists  (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5327,PUBLISHED,Published,,2004,2004,,EUR,Europe,,FRA,2004,2004,France,,,,,11.311,11.31100,,,,,"Includes Professionally active pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0014,Pharmacists  (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5327,PUBLISHED,Published,,2005,2005,,EUR,Europe,,FRA,2005,2005,France,,,,,11.561,11.56100,,,,,"Includes Professionally active pharmacists. Data source: OECD Health Data, accessed November 2019"
HWF_0014,Pharmacists  (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5327,PUBLISHED,Published,,2006,2006,,EUR,Europe,,FRA,2006,2006,France,,,,,11.674,11.67400,,,,,"Includes Professionally active pharmacists. Data source: OECD Health Data, accessed November 2019"
HWF_0014,Pharmacists  (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5327,PUBLISHED,Published,,2007,2007,,EUR,Europe,,FRA,2007,2007,France,,,,,11.877,11.87700,,,,,"Includes Professionally active pharmacists. Data source: OECD Health Data, accessed November 2019."
HWF_0014,Pharmacists  (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5327,PUBLISHED,Published,,2008,2008,,EUR,Europe,,FRA,2008,2008,France,,,,,11.97,11.97000,,,,,"Includes Professionally active pharmacists. Data source: OECD Health Data, accessed November 2019."
HWF_0014,Pharmacists  (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5327,PUBLISHED,Published,,2009,2009,,EUR,Europe,,FRA,2009,2009,France,,,,,12.061,12.06100,,,,,"Includes Professionally active pharmacists. Data source: OECD Health Data, accessed November 2019"
HWF_0014,Pharmacists  (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5327,PUBLISHED,Published,,2010,2010,,EUR,Europe,,FRA,2010,2010,France,,,,,11.657,11.65700,,,,,"Includes Professionally active pharmacists. Data source: OECD Health Data, accessed November 2019"
HWF_0014,Pharmacists  (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5327,PUBLISHED,Published,,2011,2011,,EUR,Europe,,FRA,2011,2011,France,,,,,10.871,10.87100,,,,,"Includes Practising pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0014,Pharmacists  (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5327,PUBLISHED,Published,,2012,2012,,EUR,Europe,,FRA,2012,2012,France,,,,,10.937,10.93700,,,,,"Includes Practising pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0014,Pharmacists  (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5327,PUBLISHED,Published,,2013,2013,,EUR,Europe,,FRA,2013,2013,France,,,,,10.905,10.90500,,,,,"Includes Practising pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0014,Pharmacists  (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5327,PUBLISHED,Published,,2014,2014,,EUR,Europe,,FRA,2014,2014,France,,,,,10.926,10.92600,,,,,"Includes Practising pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0014,Pharmacists  (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5327,PUBLISHED,Published,,2015,2015,,EUR,Europe,,FRA,2015,2015,France,,,,,10.899,10.89900,,,,,"Includes Practising pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0014,Pharmacists  (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5327,PUBLISHED,Published,,2016,2016,,EUR,Europe,,FRA,2016,2016,France,,,,,10.828,10.82800,,,,,"Includes Practising pharmacists. Data source: OECD Health Data, accessed November 2019"
HWF_0014,Pharmacists  (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5327,PUBLISHED,Published,,2017,2017,,EUR,Europe,,FRA,2017,2017,France,,,,,10.695,10.69500,,,,,"Includes Practising pharmacists. Data source: OECD Health Data, accessed November 2019"
HWF_0014,Pharmacists  (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5327,PUBLISHED,Published,,2018,2018,,EUR,Europe,,FRA,2018,2018,France,,,,,10.639,10.63900,,,,,"Includes Practising pharmacists. Data source: OECD Health Data, accessed November 2019"
HWF_0015,Pharmacists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5328,PUBLISHED,Published,,2000,2000,,EUR,Europe,,FRA,2000,2000,France,,,,,61310,61310.00000,,,,,"Includes Professionally active pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019."
HWF_0015,Pharmacists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5328,PUBLISHED,Published,,2001,2001,,EUR,Europe,,FRA,2001,2001,France,,,,,63073,63073.00000,,,,,"Includes Professionally active pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019."
HWF_0015,Pharmacists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5328,PUBLISHED,Published,,2002,2002,,EUR,Europe,,FRA,2002,2002,France,,,,,64975,64975.00000,,,,,"Includes Professionally active pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019."
HWF_0015,Pharmacists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5328,PUBLISHED,Published,,2003,2003,,EUR,Europe,,FRA,2003,2003,France,,,,,66266,66266.00000,,,,,"Includes Professionally active pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019."
HWF_0015,Pharmacists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5328,PUBLISHED,Published,,2004,2004,,EUR,Europe,,FRA,2004,2004,France,,,,,68656,68656.00000,,,,,"Includes Professionally active pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0015,Pharmacists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5328,PUBLISHED,Published,,2005,2005,,EUR,Europe,,FRA,2005,2005,France,,,,,70664,70664.00000,,,,,"Includes Professionally active pharmacists. Data source: OECD Health Data, accessed November 2019"
HWF_0015,Pharmacists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5328,PUBLISHED,Published,,2006,2006,,EUR,Europe,,FRA,2006,2006,France,,,,,71806,71806.00000,,,,,"Includes Professionally active pharmacists. Data source: OECD Health Data, accessed November 2019"
HWF_0015,Pharmacists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5328,PUBLISHED,Published,,2007,2007,,EUR,Europe,,FRA,2007,2007,France,,,,,73485,73485.00000,,,,,"Includes Professionally active pharmacists. Data source: OECD Health Data, accessed November 2019."
HWF_0015,Pharmacists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5328,PUBLISHED,Published,,2008,2008,,EUR,Europe,,FRA,2008,2008,France,,,,,74465,74465.00000,,,,,"Includes Professionally active pharmacists. Data source: OECD Health Data, accessed November 2019."
HWF_0015,Pharmacists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5328,PUBLISHED,Published,,2009,2009,,EUR,Europe,,FRA,2009,2009,France,,,,,75432,75432.00000,,,,,"Includes Professionally active pharmacists. Data source: OECD Health Data, accessed November 2019"
HWF_0015,Pharmacists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5328,PUBLISHED,Published,,2010,2010,,EUR,Europe,,FRA,2010,2010,France,,,,,73298,73298.00000,,,,,"Includes Professionally active pharmacists. Data source: OECD Health Data, accessed November 2019"
HWF_0015,Pharmacists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5328,PUBLISHED,Published,,2011,2011,,EUR,Europe,,FRA,2011,2011,France,,,,,68732,68732.00000,,,,,"Includes Practising pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0015,Pharmacists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5328,PUBLISHED,Published,,2012,2012,,EUR,Europe,,FRA,2012,2012,France,,,,,69520,69520.00000,,,,,"Includes Practising pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0015,Pharmacists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5328,PUBLISHED,Published,,2013,2013,,EUR,Europe,,FRA,2013,2013,France,,,,,69679,69679.00000,,,,,"Includes Practising pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0015,Pharmacists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5328,PUBLISHED,Published,,2014,2014,,EUR,Europe,,FRA,2014,2014,France,,,,,70136,70136.00000,,,,,"Includes Practising pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0015,Pharmacists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5328,PUBLISHED,Published,,2015,2015,,EUR,Europe,,FRA,2015,2015,France,,,,,70247,70247.00000,,,,,"Includes Practising pharmacists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0015,Pharmacists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5328,PUBLISHED,Published,,2016,2016,,EUR,Europe,,FRA,2016,2016,France,,,,,70025,70025.00000,,,,,"Includes Practising pharmacists. Data source: OECD Health Data, accessed November 2019"
HWF_0015,Pharmacists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5328,PUBLISHED,Published,,2017,2017,,EUR,Europe,,FRA,2017,2017,France,,,,,69346,69346.00000,,,,,"Includes Practising pharmacists. Data source: OECD Health Data, accessed November 2019"
HWF_0015,Pharmacists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5328,PUBLISHED,Published,,2018,2018,,EUR,Europe,,FRA,2018,2018,France,,,,,69145,69145.00000,,,,,"Includes Practising pharmacists. Data source: OECD Health Data, accessed November 2019"
