GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),PLACE (CODE),PLACE (DISPLAY),PLACE (URL),INADEQUACY (CODE),INADEQUACY (DISPLAY),INADEQUACY (URL),SUNBED_ACCESS (CODE),SUNBED_ACCESS (DISPLAY),SUNBED_ACCESS (URL),SUNBED_CONTROL (CODE),SUNBED_CONTROL (DISPLAY),SUNBED_CONTROL (URL),SUNBED_INFO (CODE),SUNBED_INFO (DISPLAY),SUNBED_INFO (URL),SUNBED_TRAINING (CODE),SUNBED_TRAINING (DISPLAY),SUNBED_TRAINING (URL),SUNBED_SAFETY (CODE),SUNBED_SAFETY (DISPLAY),SUNBED_SAFETY (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4819,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,97.49334,,,,,
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4819,,,,PUBLISHED,Published,,2013,2013,,EUR,2013,2013,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,97.56973,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.57449,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.89733,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.00000,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.73002,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.93826,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.00000,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.97524,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.00000,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.91664,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.98218,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.00000,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.00000,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.00000,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2017,2017,,EUR,2017,2017,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.00000,,,,,
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,89.00548,,,,,
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,88.92650,,,,,
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,88.84746,,,,,
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,88.76836,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.66303,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.59013,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2001,2001,,EUR,2001,2001,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.89224,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2001,2001,,EUR,2001,2001,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.66225,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.59013,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.89224,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.65848,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.59013,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.89224,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.65472,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.59013,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.89224,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.65394,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2017,2017,,EUR,2017,2017,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.89224,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2017,2017,,EUR,2017,2017,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.65001,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2017,2017,,EUR,2017,2017,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.59013,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2001,2001,,EUR,2001,2001,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2017,2017,,EUR,2017,2017,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2017,2017,,EUR,2017,2017,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2017,2017,,EUR,2017,2017,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
AIR_1,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7260,7259.83000,,,,,
AIR_10,Ambient air pollution  attributable DALYs per 100'000 children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.09000,,,,,
AIR_13,Household air pollution attributable deaths per 100'000 capita,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
UV_2,UV radiation attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2394,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1442,1441.91000,,,,,
TOTENV_3,Disability-adjusted life years (DALYs) attributable to the environment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4654,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE151,Injuries,,418 744,418744.00000,,,,,
TOTENV_4,Age-standardized DALYs attributable to the environment (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4658,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE001,"Infectious, parasitic, neonatal and nutritional",,77,76.85152,,,,,
TOTENV_2,Age-standardized deaths attributable to the environment (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4656,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,48,47.69252,,,,,
SUNBEDREG_ACCESS,Access restrictions,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4626,,,,PUBLISHED,Published,,2017,2017,,EUR,2017,2017,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,UNSUPERVISED,Ban on unsupervised operations,,,,,,,,,,,,,,,,,Yes,,,,,,
SUNBEDREG_INFO,Information requirements,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4628,,,,PUBLISHED,Published,,2017,2017,,EUR,2017,2017,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,HEALTHCLAIM,Ban on claims of health benefits,,,,,,,,,,,Yes,,,,,,
SUNBEDREG_TRAINING,Training requirements,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4630,,,,PUBLISHED,Published,,2017,2017,,EUR,2017,2017,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAFFTRAINING,Staff training,,,,,,,,Yes,,,,,,- For UV1 devices : 0.15W/m^2 UVA and 0.0005W/m^2 UVB   - For UV3 devices : 0.15W/m^2 (UVA and UVB)
SUNBEDEXISTSUBNATIONAL,Existence of subnational regulation,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4625,,,,PUBLISHED,Published,,2017,2017,,EUR,2017,2017,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,
AIR_50,"Ambient air pollution attributable deaths (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8.12143,,,,,
AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,GHE068,"Trachea, bronchus, lung cancers",,,,,,,,,,,,,,,,,,,,,,,,,,104 981,104981.25780,,,,,
AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,GHE114,Stroke,,,,,,,,,,,,,,,,,,,,,,,,,,49 578,49578.00391,,,,,
AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,GHE000,All Causes,,,,,,,,,,,,,,,,,,,,,,,,,,153 926 [153 926 - 219 288],153925.84380,54470.00000,219288.00000,,,
AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,GHE118,Chronic obstructive pulmonary disease,,,,,,,,,,,,,,,,,,,,,,,,,,2633,2633.16065,,,,,
AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,GHE068,"Trachea, bronchus, lung cancers",,,,,,,,,,,,,,,,,,,,,,,,,,28 077,28076.52148,,,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,0 [0–0],0.00000,0.00000,0.00000,,,
